"","representative","rank","kingdom","phylum","class","order","family","genus","species","taxID","score","taxon"
"33","58a9642781301ed80b221ec892fb7c069ac234cb","species","Metazoa","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","Bos taurus","consensus","consensus","Bos taurus"
"34","7dbbb7b47ad5afe1af5a28e2a000189ee4a5179c","family","Metazoa","Chordata","Mammalia","Rodentia","Sciuridae",NA,NA,"consensus","consensus","Sciuridae"
"35","2d466126775a38dfacd33e18488433d8805d6a0e","species","Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens","consensus","consensus","Homo sapiens"
"36","457e4ecc0941067f22164327a906177d28bacfdd","species","Metazoa","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","Bos taurus","consensus","consensus","Bos taurus"
"37","0ee0d8459b966adaaf0d0623040cc5a5453fe556","species","Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus clarkii","consensus","consensus","Oncorhynchus clarkii"
"38","94b63114aa34d641f6e6f065e77719ba46fa9c1b","family","Metazoa","Chordata","Mammalia","Rodentia","Sciuridae",NA,NA,"consensus","consensus","Sciuridae"
"39","b6b64c462639aacad1c36a87cd9877eb1b4076cc","family","Metazoa","Chordata","Mammalia","Rodentia","Sciuridae",NA,NA,"consensus","consensus","Sciuridae"
"40","e544cd73070aef36c0ab50afa9cc5cd9528d4636","genus","Metazoa","Chordata","Mammalia","Eulipotyphla","Soricidae","Sorex",NA,"consensus","consensus","Sorex"
"41","dd72de24d08d1e4b2d68c95476f3fe9bed6b4591","family","Metazoa","Chordata","Mammalia","Eulipotyphla","Talpidae",NA,NA,"consensus","consensus","Talpidae"
"42","b9f83173a57aac809296e3be7c9c3b1a7c0fe906","species","Metazoa","Chordata","Mammalia","Carnivora","Procyonidae","Procyon","Procyon lotor","consensus","consensus","Procyon lotor"
"43","67142a3f202801e1647605c87062ab6e367b3851","family","Metazoa","Chordata","Mammalia","Eulipotyphla","Talpidae",NA,NA,"consensus","consensus","Talpidae"
"44","54ea1996aa1b522c2ad1b32e0d644f8a0bb3cc51","species","Metazoa","Chordata","Mammalia","Carnivora","Procyonidae","Procyon","Procyon lotor","consensus","consensus","Procyon lotor"
"45","b73c048b4db4458c563799a4512860f4bdf1f184","family","Metazoa","Chordata","Mammalia","Rodentia","Sciuridae",NA,NA,"consensus","consensus","Sciuridae"
"46","a8086393c8bbff38f951a406d1587687f74a7886","species","Metazoa","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","Bos taurus","consensus","consensus","Bos taurus"
"47","a7517d5f93621c76c69106131eab915faa19f6b4","genus","Metazoa","Arthropoda","Insecta","Ephemeroptera","Heptageniidae","Epeorus",NA,"consensus","consensus","Epeorus"
"48","92555313cf82b06486928db6fe5c5a10799588d0","species","Metazoa","Chordata","Mammalia","Carnivora","Procyonidae","Procyon","Procyon lotor","consensus","consensus","Procyon lotor"
"49","74071e5b82913bbafb6970ef86d984798bbc8745","family","Metazoa","Chordata","Mammalia","Rodentia","Sciuridae",NA,NA,"consensus","consensus","Sciuridae"
"50","f165a0f6c73a2be85b6b5503df3e9dd6973002eb","genus","Metazoa","Chordata","Mammalia","Rodentia","Cricetidae","Microtus",NA,"consensus","consensus","Microtus"
"51","373cc92952f5336109f6330f59643721fdf66c4f","species","Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus clarkii","consensus","consensus","Oncorhynchus clarkii"
"52","ef7532ab6dc95c5893a7ae343192a9a2e598a322","family","Metazoa","Chordata","Mammalia","Rodentia","Sciuridae",NA,NA,"consensus","consensus","Sciuridae"
"53","d55932e82b81b93f54a252eae74f3a78770002b7","family","Metazoa","Chordata","Mammalia","Rodentia","Sciuridae",NA,NA,"consensus","consensus","Sciuridae"
"54","488da0b8f8367f4e21424a134bf86b3db7d09319","genus","Metazoa","Chordata","Mammalia","Eulipotyphla","Soricidae","Sorex",NA,"consensus","consensus","Sorex"
"55","062ced2f97fbb3b5ca9e8abccba5e3876451c304","family","Metazoa","Chordata","Mammalia","Rodentia","Sciuridae",NA,NA,"consensus","consensus","Sciuridae"
"56","e633616ccb8545af913541746fbca8214703b493","species","Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens","consensus","consensus","Homo sapiens"
"57","2e30c884795ccc1542205deb19897c4191a1dc6c","genus","Metazoa","Chordata","Aves","Anseriformes","Anatidae","Anas",NA,"consensus","consensus","Anas"
"58","62d19a0eb53d4e379f15622559c8e9909ebb7ce4","family","Metazoa","Chordata","Actinopteri","Perciformes","Cottidae",NA,NA,"consensus","consensus","Cottidae"
"59","941e921236dfe48729715020dbfff7fe54b934ae","species","Metazoa","Chordata","Actinopteri","Perciformes","Percidae","Perca","Perca flavescens","consensus","consensus","Perca flavescens"
"60","6cf3b89c418b1f61caef9a163df5c0a9b37e7d9d","genus","Metazoa","Chordata","Amphibia","Caudata","Dicamptodontidae","Dicamptodon",NA,"consensus","consensus","Dicamptodon"
"61","a4911bc76bbd240d8497e2c4e4130f8831b09bda","order","Metazoa","Chordata","Aves","Passeriformes",NA,NA,NA,"consensus","consensus","Passeriformes"
"62","1a7f87ab0013574ad60f803c3d8d54cad2d15181","family","Metazoa","Chordata","Mammalia","Didelphimorphia","Didelphidae",NA,NA,"consensus","consensus","Didelphidae"
"63","58c4340c76f3d3425a695aaad237a0a9a0c24d53","family","Metazoa","Chordata","Mammalia","Rodentia","Sciuridae",NA,NA,"consensus","consensus","Sciuridae"
"64","ef54122b64a894fd609cc01d9cea84b91a75e7ab","genus","Metazoa","Chordata","Mammalia","Rodentia","Cricetidae","Microtus",NA,"consensus","consensus","Microtus"
"65","b50209dcadb711fc78f023c9011792ce50724e83","species","Metazoa","Chordata","Aves","Galliformes","Phasianidae","Gallus","Gallus gallus","consensus","consensus","Gallus gallus"
"66","96871b5018ca94bf812c5b86d0e077b7b68970d4","species","Metazoa","Chordata","Actinopteri","Perciformes","Percidae","Perca","Perca flavescens","consensus","consensus","Perca flavescens"
"67","c45b8ca5e17951d20afc99a8b685eb0401aac73e","genus","Metazoa","Chordata","Mammalia","Eulipotyphla","Soricidae","Sorex",NA,"consensus","consensus","Sorex"
"68","37f571d1266880a77865a78d3f0a5379733b2205","genus","Metazoa","Chordata","Mammalia","Eulipotyphla","Soricidae","Sorex",NA,"consensus","consensus","Sorex"
"69","1bc3ba448b14d0a1141be53ad074510664498dc3","family","Metazoa","Chordata","Mammalia","Rodentia","Sciuridae",NA,NA,"consensus","consensus","Sciuridae"
"70","016517383adf00274ec5ff6c3f1cece6bf1684d3","family","Metazoa","Chordata","Mammalia","Eulipotyphla","Talpidae",NA,NA,"consensus","consensus","Talpidae"
"71","2d2a611443cfd3a77ee04b072a38194264758d3b","species","Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus clarkii","consensus","consensus","Oncorhynchus clarkii"
"72","b461bf94c14a40cd56756736701b9e982a7763a8","genus","Metazoa","Chordata","Mammalia","Eulipotyphla","Soricidae","Sorex",NA,"consensus","consensus","Sorex"
"73","b895976d25a1d5c5380d5bfc3a07a2f934dcb99a","species","Metazoa","Chordata","Mammalia","Carnivora","Procyonidae","Procyon","Procyon lotor","consensus","consensus","Procyon lotor"
"74","70e761b7366473c5ae35b5b372009f59a8e6cb5d","family","Metazoa","Chordata","Mammalia","Didelphimorphia","Didelphidae",NA,NA,"consensus","consensus","Didelphidae"
"75","11638e92bfc39a04c3c8f8fd87ee1c1d4b2bfee4","species","Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens","consensus","consensus","Homo sapiens"
"76","cebb15dea940eae01e4a4cf884d0d36cdc2dc197","species","Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens","consensus","consensus","Homo sapiens"
"77","38bad609962e635b3eb0f811561dedec1dd72399","genus","Metazoa","Chordata","Mammalia","Eulipotyphla","Soricidae","Sorex",NA,"consensus","consensus","Sorex"
"78","de906c1cc4bc0fdf413c52d5ee87c123c89f5531","family","Metazoa","Chordata","Mammalia","Rodentia","Sciuridae",NA,NA,"consensus","consensus","Sciuridae"
"79","3516633f1e7168795aad3935d264bfd0a0d4e274","species","Metazoa","Chordata","Actinopteri","Perciformes","Percidae","Perca","Perca flavescens","consensus","consensus","Perca flavescens"
"80","1b127e737cc8dc753233e5451171253881447635","order","Metazoa","Chordata","Mammalia","Primates",NA,NA,NA,"consensus","consensus","Primates"
"81","c3321ac8463692063ec41662aad64dcd5266ae4f","species","Metazoa","Chordata","Aves","Galliformes","Phasianidae","Gallus","Gallus gallus","consensus","consensus","Gallus gallus"
"82","2e5783d5c3596eeaa6669cf7218c0b06c7ea6c7e","family","Metazoa","Chordata","Mammalia","Rodentia","Sciuridae",NA,NA,"consensus","consensus","Sciuridae"
"83","e7dfd23a373a7f6855893231ae8a7c3210d96011","species","Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus clarkii","consensus","consensus","Oncorhynchus clarkii"
"84","9bea96daf218b38ca7e55f302ad5bce16fcb078b","family","Metazoa","Chordata","Aves","Anseriformes","Anatidae",NA,NA,"consensus","consensus","Anatidae"
"85","ba4e8aea1482a629eeacaf71454461a4481a71f9","species","Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss","consensus","consensus","Oncorhynchus mykiss"
"86","4bca755d81a72295af9494c96aa1c8d8da852187","family","Metazoa","Chordata","Mammalia","Rodentia","Sciuridae",NA,NA,"consensus","consensus","Sciuridae"
"87","65f01e7c762c3af103498d6a26719c3c8a69f146","family","Metazoa","Chordata","Mammalia","Rodentia","Sciuridae",NA,NA,"consensus","consensus","Sciuridae"
"88","b2612971d3e20095dd9ce4088e6b72faa9f25090","genus","Metazoa","Chordata","Mammalia","Didelphimorphia","Didelphidae","Didelphis",NA,"consensus","consensus","Didelphis"
"89","1e64f0ceec8e870bc4e0a3f180504b589ba7eef8","family","Metazoa","Chordata","Mammalia","Rodentia","Sciuridae",NA,NA,"consensus","consensus","Sciuridae"
"90","f47d2a4ae188e023b8fe9293e4bb30448cfd3bda","species","Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens","consensus","consensus","Homo sapiens"
"91","16470f475ddcdb6cf6cc2767361ceeeed687d697","species","Metazoa","Chordata","Actinopteri","Perciformes","Percidae","Perca","Perca flavescens","consensus","consensus","Perca flavescens"
"92","20d176f525dbfd1c8181a1101af965ac2718e4d8","family","Metazoa","Chordata","Actinopteri","Perciformes","Cottidae",NA,NA,"consensus","consensus","Cottidae"
"93","7b7b1e499ce162c0714d9275618ac0db06a1611c","species","Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss","consensus","consensus","Oncorhynchus mykiss"
"94","8980d39381a8186b8eee0eefacb407874b9de402","genus","Metazoa","Chordata","Aves","Anseriformes","Anatidae","Anas",NA,"consensus","consensus","Anas"
"95","82c076775078679d1b4935f169e44159e0478e47","species","Metazoa","Chordata","Actinopteri","Perciformes","Percidae","Perca","Perca flavescens","consensus","consensus","Perca flavescens"
"96","98c72ea948b67e90eb4469fa270ff1e3e495dd16","species","Metazoa","Chordata","Actinopteri","Perciformes","Percidae","Perca","Perca flavescens","consensus","consensus","Perca flavescens"
"97","0acb5c67cc96242ae1272bfee37278cde257db7a","family","Metazoa","Chordata","Actinopteri","Perciformes","Cottidae",NA,NA,"consensus","consensus","Cottidae"
"98","c070936d8b0b7e6801926629594dcf57c496496e","species","Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens","consensus","consensus","Homo sapiens"
"99","3660296b5c9cfc99c085fc9768e659c43489b0b4","species","Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens","consensus","consensus","Homo sapiens"
"100","90b22200c378f03e129a8976dbeecdafc18b25c1","species","Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens","consensus","consensus","Homo sapiens"
"101","66ff6e74c54628fba8015937470ec9d9184eced9","family","Metazoa","Chordata","Aves","Anseriformes","Anatidae",NA,NA,"consensus","consensus","Anatidae"
"102","6e6f14bedc8d767bd4c08603a9c1bee1589f7964","species","Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus clarkii","consensus","consensus","Oncorhynchus clarkii"
"103","160a8898b7a32759d69902c27a747994ccbe9fef","species","Metazoa","Chordata","Aves","Galliformes","Phasianidae","Gallus","Gallus gallus","consensus","consensus","Gallus gallus"
"104","6c490eed3dfefe8e6511355d92116eab939f023e","species","Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens","consensus","consensus","Homo sapiens"
"105","b4fa9d3970610a1815f047f175ecfec14507f179","species","Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens","consensus","consensus","Homo sapiens"
"106","196af6b1f82f0d00fcd26e9d14887b9f1c16623d","species","Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens","consensus","consensus","Homo sapiens"
"107","5d2be06aa1ff742a96eae7b10b30f83e45e7047a","genus","Metazoa","Chordata","Aves","Pelecaniformes","Phalacrocoracidae","Phalacrocorax",NA,"consensus","consensus","Phalacrocorax"
"108","7adb20f19ac776061355c059e092faae114e3535","species","Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens","consensus","consensus","Homo sapiens"
"109","820b93daa72b9a382c60d916a7b095955cd673f6","species","Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens","consensus","consensus","Homo sapiens"
"110","c40189e1e51a97773b393a4318767bce8613cdc6","species","Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens","consensus","consensus","Homo sapiens"
"111","6f93809b6bc63b61b0d350733addd08a6ab86f2e","genus","Metazoa","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea",NA,"consensus","consensus","Ardea"
"112","ec5d6166d52ffa30b38cb11e027c5b977524e301","family","Metazoa","Chordata","Mammalia","Rodentia","Sciuridae",NA,NA,"consensus","consensus","Sciuridae"
"113","8d4bbc6ce4b6ec02b439fdf354147ee4b4399269","family","Metazoa","Chordata","Aves","Anseriformes","Anatidae",NA,NA,"consensus","consensus","Anatidae"
