Sequencing.run,Sample_name,Sample_ID,Locus,Index.Set,Index.number,i7_Index_Name,i5_Index_Name,Well,Month.year,Creek,Station,Bio.rep,Dilution.factor,Type
6,NGN0527,MiMammal.Kangaroo.Run.6,MiMammal,B,128,UDP0128,UDP0128,,,,,,,
6,NGN0528,MiFish.0621.1Prt.Dn.1,MiFish,B,129,UDP0129,UDP0129,,,,,,,
6,NGN0529,MiFish.0621.2Brn.Dn.1,MiFish,B,130,UDP0130,UDP0130,,,,,,,
6,NGN0530,MiFish.0621.2Brn.Dn.2,MiFish,B,131,UDP0131,UDP0131,,,,,,,
6,NGN0531,MiFish.0621.2Brn.Up.1,MiFish,B,132,UDP0132,UDP0132,,,,,,,
6,NGN0532,MiFish.0621.2Brn.Up.3,MiFish,B,133,UDP0133,UDP0133,,,,,,,
6,NGN0533,MiFish.0621.3Chk.Dn.1,MiFish,B,134,UDP0134,UDP0134,,,,,,,
6,NGN0534,MiFish.0621.3Chk.Dn.2,MiFish,B,135,UDP0135,UDP0135,,,,,,,
6,NGN0535,MiFish.0621.3Chk.Up.3,MiFish,B,136,UDP0136,UDP0136,,,,,,,
6,NGN0536,MiFish.0621.4Pad.Dn.1,MiFish,B,137,UDP0137,UDP0137,,,,,,,
6,NGN0537,MiFish.0621.4Pad.Dn.2,MiFish,B,138,UDP0138,UDP0138,,,,,,,
6,NGN0538,MiFish.0621.4Pad.Dn.3,MiFish,B,139,UDP0139,UDP0139,,,,,,,
6,NGN0539,MiFish.0621.4Pad.Up5.1,MiFish,B,140,UDP0140,UDP0140,,,,,,,
6,NGN0540,MiFish.0621.4Pad.Up5.2,MiFish,B,141,UDP0141,UDP0141,,,,,,,
6,NGN0541,MiFish.0621.4Pad.Up5.3,MiFish,B,142,UDP0142,UDP0142,,,,,,,
6,NGN0542,MiFish.0621.5Sqm.Dn.2,MiFish,B,143,UDP0143,UDP0143,,,,,,,
6,NGN0543,MiFish.0621.5Sqm.Up.1,MiFish,B,144,UDP0144,UDP0144,,,,,,,
6,NGN0544,MiFish.0721.1Prt.Up.2,MiFish,B,145,UDP0145,UDP0145,,,,,,,
6,NGN0545,MiFish.0721.2Brn.Dn.2,MiFish,B,146,UDP0146,UDP0146,,,,,,,
6,NGN0546,MiFish.0721.3Chk.Up.1,MiFish,B,147,UDP0147,UDP0147,,,,,,,
6,NGN0547,MiFish.0721.3Chk.Up.2,MiFish,B,148,UDP0148,UDP0148,,,,,,,
6,NGN0548,MiFish.0721.4Pad.Up11.3,MiFish,B,149,UDP0149,UDP0149,,,,,,,
6,NGN0549,MiFish.0721.5Sqm.Dn.3,MiFish,B,150,UDP0150,UDP0150,,,,,,,
6,NGN0550,MiFish.0721.5Sqm.Up.2,MiFish,B,151,UDP0151,UDP0151,,,,,,,
6,NGN0551,MiFish.0521.1Prt.Dn.2,MiFish,B,152,UDP0152,UDP0152,,,,,,,
6,NGN0552,MiFish.0521.1Prt.Dn.3,MiFish,B,153,UDP0153,UDP0153,,,,,,,
6,NGN0553,MiFish.0521.1Prt.Up.3,MiFish,B,154,UDP0154,UDP0154,,,,,,,
6,NGN0554,MiFish.0521.2Brn.Dn.2,MiFish,B,155,UDP0155,UDP0155,,,,,,,
6,NGN0555,MiFish.0521.3Chk.Up.2,MiFish,B,156,UDP0156,UDP0156,,,,,,,
6,NGN0556,MiFish.0521.4Pad.Up11.3,MiFish,B,157,UDP0157,UDP0157,,,,,,,
6,NGN0557,MiFish.0521.5Sqm.Dn.3,MiFish,B,158,UDP0158,UDP0158,,,,,,,
6,NGN0558,MiFish.Kangaroo.Run.6,MiFish,B,159,UDP0159,UDP0159,,,,,,,
6,NGN0559,COI.0621.1Prt.Dn.3,COI,B,160,UDP0160,UDP0160,,,,,,,
6,NGN0560,COI.0621.2Brn.Dn.1,COI,B,161,UDP0161,UDP0161,,,,,,,
6,NGN0561,COI.0621.2Brn.Dn.3,COI,B,162,UDP0162,UDP0162,,,,,,,
6,NGN0562,COI.0621.2Brn.Up.1,COI,B,163,UDP0163,UDP0163,,,,,,,
6,NGN0563,COI.0621.3Chk.Up.1,COI,B,164,UDP0164,UDP0164,,,,,,,
6,NGN0564,COI.0621.3Chk.Up.2,COI,B,165,UDP0165,UDP0165,,,,,,,
6,NGN0565,COI.0621.3Chk.Up.3,COI,B,166,UDP0166,UDP0166,,,,,,,
6,NGN0566,COI.0621.4Pad.Up11.1,COI,B,167,UDP0167,UDP0167,,,,,,,
6,NGN0567,COI.0621.4Pad.Up11.3,COI,B,168,UDP0168,UDP0168,,,,,,,
6,NGN0568,COI.0621.4Pad.Up5.1,COI,B,169,UDP0169,UDP0169,,,,,,,
6,NGN0569,COI.0621.4Pad.Up5.2,COI,B,170,UDP0170,UDP0170,,,,,,,
6,NGN0570,COI.0621.4Pad.Up5.3,COI,B,171,UDP0171,UDP0171,,,,,,,
6,NGN0571,COI.0621.5Sqm.Dn.3,COI,B,172,UDP0172,UDP0172,,,,,,,
6,NGN0572,COI.0721.1Prt.Dn.1,COI,B,173,UDP0173,UDP0173,,,,,,,
6,NGN0573,COI.0721.1Prt.Dn.2,COI,B,174,UDP0174,UDP0174,,,,,,,
6,NGN0574,COI.0721.1Prt.Up.1,COI,B,175,UDP0175,UDP0175,,,,,,,
6,NGN0575,COI.0721.1Prt.Up.2,COI,B,176,UDP0176,UDP0176,,,,,,,
6,NGN0576,COI.0721.2Brn.Dn.2,COI,B,177,UDP0177,UDP0177,,,,,,,
6,NGN0577,COI.0721.2Brn.Up.3,COI,B,178,UDP0178,UDP0178,,,,,,,
6,NGN0578,COI.0721.3Chk.Dn.2,COI,B,179,UDP0179,UDP0179,,,,,,,
6,NGN0579,COI.0721.3Chk.Dn.3,COI,B,180,UDP0180,UDP0180,,,,,,,
6,NGN0580,COI.0721.3Chk.Up.1,COI,B,181,UDP0181,UDP0181,,,,,,,
6,NGN0581,COI.0721.3Chk.Up.3,COI,B,182,UDP0182,UDP0182,,,,,,,
6,NGN0582,COI.0721.4Pad.Dn.1,COI,B,183,UDP0183,UDP0183,,,,,,,
6,NGN0583,COI.0721.4Pad.Dn.3,COI,B,184,UDP0184,UDP0184,,,,,,,
6,NGN0584,COI.0721.4Pad.Up11.3,COI,B,185,UDP0185,UDP0185,,,,,,,
6,NGN0585,COI.0721.4Pad.Up5.3,COI,B,186,UDP0186,UDP0186,,,,,,,
6,NGN0586,COI.0721.5Sqm.Dn.1,COI,B,187,UDP0187,UDP0187,,,,,,,
6,NGN0587,COI.0721.5Sqm.Up.2,COI,B,188,UDP0188,UDP0188,,,,,,,
6,NGN0588,COI.0521.1Prt.Dn.1,COI,B,189,UDP0189,UDP0189,,,,,,,
6,NGN0589,COI.0521.1Prt.Up.1,COI,B,190,UDP0190,UDP0190,,,,,,,
6,NGN0590,COI.0521.1Prt.Up.3,COI,B,191,UDP0191,UDP0191,,,,,,,
6,NGN0591,COI.0521.2Brn.Dn.3,COI,B,192,UDP0192,UDP0192,,,,,,,
6,NGN0592,COI.0521.2Brn.Up.1,COI,A,1,UDP0001,UDP0001,,,,,,,
6,NGN0593,COI.0521.2Brn.Up.3,COI,A,2,UDP0002,UDP0002,,,,,,,
6,NGN0594,COI.0521.3Chk.Up.2,COI,A,3,UDP0003,UDP0003,,,,,,,
6,NGN0595,COI.0521.3Chk.Up.3,COI,A,4,UDP0004,UDP0004,,,,,,,
6,NGN0596,COI.0521.4Pad.Dn.2,COI,A,5,UDP0005,UDP0005,,,,,,,
6,NGN0597,COI.0521.4Pad.Up11.2,COI,A,6,UDP0006,UDP0006,,,,,,,
6,NGN0598,COI.0521.4Pad.Up5.3,COI,A,7,UDP0007,UDP0007,,,,,,,
6,NGN0599,COI.Kangaroo.Run.6,COI,A,8,UDP0008,UDP0008,,,,,,,
6,NGN0600,Ac16S.PadUp11.4.0321,Ac16S,A,34,UDP0034,UDP0034,,,,,,,
6,NGN0601,Ac16S.PadUp11.5.0321,Ac16S,A,35,UDP0035,UDP0035,,,,,,,
6,NGN0602,Ac16S.PadUp11.6.0321,Ac16S,A,36,UDP0036,UDP0036,,,,,,,
6,NGN0603,Ac16S.PadUp5.4.0321,Ac16S,A,37,UDP0037,UDP0037,,,,,,,
6,NGN0604,Ac16S.PadUp5.5.0321,Ac16S,A,38,UDP0038,UDP0038,,,,,,,
6,NGN0605,Ac16S.PadUp5.6.0321,Ac16S,A,39,UDP0039,UDP0039,,,,,,,
6,NGN0606,Ac16S.PadUp11.1.0421,Ac16S,A,40,UDP0040,UDP0040,,,,,,,
6,NGN0607,Ac16S.PadUp11.2.0421,Ac16S,A,41,UDP0041,UDP0041,,,,,,,
6,NGN0608,Ac16S.PadUp11.3.0421,Ac16S,A,42,UDP0042,UDP0042,,,,,,,
6,NGN0609,Ac16S.PadUp5.1.0421,Ac16S,A,43,UDP0043,UDP0043,,,,,,,
6,NGN0610,Ac16S.PadUp5.2.0421,Ac16S,A,44,UDP0044,UDP0044,,,,,,,
6,NGN0611,Ac16S.PadUp5.3.0421,Ac16S,A,45,UDP0045,UDP0045,,,,,,,
6,NGN0612,Ac16S.ChkDn1.0321,Ac16S,A,46,UDP0046,UDP0046,,,,,,,
6,NGN0613,Ac16S.ChkDn2.0321,Ac16S,A,47,UDP0047,UDP0047,,,,,,,
6,NGN0614,Ac16S.ChkDn3.0321,Ac16S,A,48,UDP0048,UDP0048,,,,,,,
6,NGN0615,Ac16S.ChkUp1.0321,Ac16S,A,49,UDP0049,UDP0049,,,,,,,
6,NGN0616,Ac16S.ChkUp2.0321,Ac16S,A,50,UDP0050,UDP0050,,,,,,,
6,NGN0617,Ac16S.ChkUp3.0321,Ac16S,A,51,UDP0051,UDP0051,,,,,,,
